Doctor_English,Patient_Yoruba,Clinical_Translation_English,diacritic_risk
Has the child been having episodes of staring blankly into space and being unresponsive for a few seconds?,"Ọmọ mi máa ń dúró, ó sì máa ń wò sí ibi kan pẹ̀lú ojú tí ó ṣòòfà fún ìṣẹ́jú méjì. A pè é ṣùgbọ́n kò dáhùn. Lẹ́yìn náà ó padà bí ẹni tí kò sẹlẹ̀ kankan.","Absence seizures with brief episodes of unresponsive staring and automatic resumption of activity without post-ictal confusion, requiring electroencephalography to confirm the classic three hertz spike-and-wave discharge of childhood absence epilepsy.",LOW
Have you been experiencing any stiffness in your fingers that prevents you from making a fist in the morning?,Àwọn ìpín ọwọ́ mi méjèéjì di jáko ní owúrọ̀ fún ìṣẹ́jú àádọ́ta. Mo kò lè di ọwọ́ mi mú. Ó máa ń yẹ̀ lẹ́yìn ìgbésẹ̀.,"Prolonged morning finger stiffness lasting fifty minutes with grip weakness, the hallmark inflammatory pattern of early rheumatoid arthritis, requiring urgent rheumatoid factor, anti-CCP antibody, and rheumatology referral.",LOW
"Have you noticed any pulsating sensation or mass in your abdomen, particularly near your navel?",Mo máa ń ní ìmọ̀lára bíi ọkàn ń lu ní àárín ikùn mi. Ó ń bani lóru nígbà tí mo bá dùbúlẹ̀. Mo rí rẹ̀ fún oṣù mẹ́fà.,"Pulsatile epigastric mass with six months history in a patient with cardiovascular risk factors, raising urgent concern for an abdominal aortic aneurysm requiring immediate ultrasound measurement and vascular surgery referral if the diameter exceeds five centimetres.",LOW
Have you been having any pain specifically in your big toe joint that starts suddenly at night?,Ìpín ọwọ́ orùka ẹsẹ̀ mi ọ̀tún máa ń dùn lójijì ní alẹ́ tó ń jí mi dìde. O máa ń pupa àti wú. Ó lọ fúnra rẹ̀ ní ọjọ́ mẹ́fà.,"Podagra with nocturnal first metatarsophalangeal joint pain, redness, and swelling resolving spontaneously over six days, the pathognomonic presentation of acute gout requiring serum urate and dietary modification.",LOW
Have you noticed that your symptoms are worse in winter and better in summer?,"Àárẹ̀ mi àti ìbànújẹ́ mi máa ń burú síiwájú sí i ní ìgbà òtútù. Ní ìgbà òoru, mo máa ń nímọ̀lára tó dára. Ó ti jẹ́ bẹ́ẹ̀ fún ọdún mẹ́fà.","Seasonal pattern of depression and fatigue worsening in winter and remitting in summer over six years, consistent with seasonal affective disorder, requiring light therapy, psychotherapy, and consideration of antidepressant pharmacotherapy during winter months.",LOW
Have you been experiencing any recurrent nosebleeds particularly when the weather is dry or hot?,Imu mi máa ń ṣàn ní ìgbà ooru àti ìgbà tí ojú ọjọ́ bá gbóná. Ó ti ṣẹlẹ̀ lẹ́ẹ̀mẹ́fà ní oṣù kan. O máa ń dúró lẹ́yìn ìṣẹ́jú mẹ́wàá.,Seasonal epistaxis triggered by hot dry weather requiring anterior rhinoscopy for Kiesselbach plexus cauterisation and humidification advice alongside blood pressure and coagulation check.,LOW
"Has the child been passing pale, fatty-looking stools that are difficult to flush?","Ìgbẹ́ ọmọ mi ti di àwọ̀ funfun, tó sì ń fò lórí omi nínú ìgbọ̀nsẹ̀. Ó ní òórùn tó gbóná, ó sì le láti wẹ̀.","Steatorrhoea characterised by pale, floating, malodorous stools indicating fat malabsorption, raising concern for coeliac disease, cystic fibrosis, or exocrine pancreatic insufficiency in a child.",LOW
"How long have you had blood in your urine, and has the amount been increasing?",Ẹjẹ̀ ti wà nínú ito mi fún oṣù méjì. Ní ìbẹ̀rẹ̀ díẹ̀ ni mo rí i ṣùgbọ́n báyìí ito mi pupa pátápátá ní ìgbà-ìgbà.,"Progressive haematuria over two months with increasing blood volume, a red flag symptom for urothelial malignancy of the bladder, ureter, or renal pelvis, requiring urgent cystoscopy, upper tract imaging, and urine cytology.",LOW
"Have you been having thoughts that people are watching you, following you, or trying to harm you?",Mo gbà gbọ́ pé àwọn ènìyàn ń tẹ̀lé mi nígbà tí mo bá jáde lọ. Mo rí wọn ní gbogbo ibi. Àwọn ẹbí mi sọ pé ohun mi ń fọ.,"Persecutory delusions with ideas of reference and family-confirmed behavioural change, indicating a psychotic disorder such as paranoid schizophrenia or a delusional disorder requiring urgent psychiatric assessment and antipsychotic therapy.",LOW
"Have you been advised to make lifestyle changes, and how successful have you been in sticking to them?","Dọ́kítà sọ pé kí n dáwọ̀ sìgá, jẹun dáradára, àti ṣeré. Mo dáwọ̀ sìgá fún oṣù mẹ́fà ṣùgbọ́n mo padà sí i. Oúnjẹ mi kò yí padà rárá.","Partial lifestyle modification success with smoking relapse and unchanged diet, indicating the need for motivational interviewing, behavioural change support, nicotine replacement reassessment, and dietitian referral rather than repeated directive advice.",LOW
"Are you currently under the care of more than one doctor, and do they know about each other?",Mo ń lọ sí dọ́kítà mẹ́ta ní àwọn ilé ìwòsàn tó yàtọ̀. Kò sí ẹni nínú wọn tó mọ̀ nípa àwọn mìíràn. Mo gba àwọn oògùn ọ̀tọ̀ọ̀tọ̀.,"Care fragmentation with three unco-ordinated prescribers, creating polypharmacy risk, potential drug duplications, and contradictory management plans, requiring a nominated lead clinician, shared care record, and medication reconciliation.",LOW
"Does the breathing difficulty come on suddenly at night, waking you from deep sleep?","Mo máa ń jí ní àárọ̀ alẹ́ ó ń fẹ mí. Ó bẹ̀rẹ̀ lójijì. Nígbà tí mo bá jókòó títí di àárọ̀, ó máa ń yẹ̀.","Paroxysmal nocturnal dyspnoea causing sudden nocturnal awakening relieved by sitting upright, the pathognomonic symptom of acute pulmonary oedema from left ventricular failure requiring urgent echocardiography and diuretic therapy.",LOW
"Have you been told that you have a cyst on your kidney or ovary, and has it been followed up?",Ìdánwò ojú omi ri àpò omi kéékèéké lórí ẹ̀yìn mi ọ̀sì ní ọdún kan sẹ́yìn. Ko sí ìtẹ̀lé ìdánwò. Mi ò mọ̀ bóyá ó ti pọ̀.,"Ovarian cyst without follow-up imaging to assess for growth or malignant transformation, requiring repeat ultrasound and gynaecology assessment using RMI score for malignancy risk stratification.",LOW
Have you been avoiding going out or seeing people because of fear or anxiety?,Mo ti dáwọ̀ jáde ilé dúró fún oṣù mẹ́ta. Mo bẹ̀rù pé nǹkan búburú yóò ṣẹlẹ̀ tàbí pé mo máa ṣe ara mi ní ẹlẹ́yà.,"Prolonged self-imposed social isolation and agoraphobia over three months driven by fear of harm or social embarrassment, consistent with agoraphobia, social anxiety disorder, or a depressive episode with significant behavioural withdrawal.",LOW
How long have you had this persistent dry cough since starting your blood pressure tablet?,Mo bẹ̀rẹ̀ oògùn ìpàná ẹjẹ̀ tuntun ní oṣù mẹ́fà sẹ́yìn. Ikọ́ gbígbẹ mi bẹ̀rẹ̀ ní ọ̀sẹ̀ méjì lẹ́yìn. Ko dára rárá.,"ACE inhibitor-induced dry cough developing two weeks after initiation and persisting for six months, the most common side effect of this drug class occurring in up to twenty percent of patients, requiring switch to an angiotensin receptor blocker as an alternative.",LOW
Have you been having any difficulty hearing your phone ring or following conversations in a group?,Mo máa ń padanu ọ̀rọ̀ nínú ìpàdé tí àwọn ènìyàn pọ̀. Mo tún máa ń padanu ìpè fóònù ní ìgbà-ìgbà. O ti ń burú sí i ní ọdún kan.,"Progressive high-frequency sensorineural hearing loss affecting speech discrimination in noise, consistent with presbyacusis or noise-induced hearing loss requiring pure tone audiometry and hearing aid fitting.",LOW
Have you had any abdominal surgery involving the bowel that might have left adhesions?,"A ṣe iṣẹ́ abẹ fún mi fún appendicitis ní ọdún mẹ́wàá sẹ́yìn. Lẹ́yìn náà, mo ti ní irora ikùn ní ìgbà-ìgbà tó ń jẹ ìdẹ́rùbamọ̀.","Prior appendicectomy with recurrent episodic abdominal pain over ten years, consistent with small bowel obstruction from post-operative adhesions, requiring CT abdomen during an acute episode to confirm and surgical adhesiolysis assessment.",LOW
"Have you tried any home remedies, traditional treatments, or over-the-counter medications for this problem?","Mo gbìyànjú oògùn irora tí mo rà ní ọjà, àgbo ewé, àti omi gbígbóná. Kò sí nínú wọn tó ṣiṣẹ́ dáradára.","Failed self-treatment with analgesics, herbal preparations, and heat therapy, indicating a condition refractory to simple measures and requiring clinical assessment, while the herbal preparations used should be identified for potential drug interaction screening.",LOW
Have you been having any unusual muscular weakness that comes and goes throughout the day?,Àìlera iṣan ara mi máa ń burú ní òrùlé ọjọ́ àti lẹ́yìn ìdárayá. Mo máa ń dára lẹ́yìn ìsinmi. O ti ń ṣẹlẹ̀ fún oṣù mẹ́fà.,"Fatigable diurnal muscle weakness worsening with activity and improving with rest over six months, the pathognomonic pattern of myasthenia gravis requiring acetylcholine receptor antibodies, repetitive nerve stimulation, and CT chest for thymoma.",LOW
"Is the joint pain relieved by anti-inflammatory tablets, and if so, within how many hours?","Ibuprofen ń mú irora ìpín mi yẹ̀ ní wákàtí kan. Ó ń dára fún ọjọ́ kan, lẹ́yìn náà ó padà. Paracetamol kò ṣiṣẹ́ kankan.","Rapid complete response to NSAIDs within one hour with poor paracetamol response, characteristic of inflammatory joint disease such as gout or rheumatoid arthritis, where prostaglandin-mediated synovial inflammation drives pain rather than structural joint damage.",LOW
Have you been having any itching all over your body that gets worse after a hot bath?,Ín-ín mi ń ṣe mi gbogbo ara lẹ́yìn ìwẹ̀ gbígbóná. Ó bẹ̀rẹ̀ ní ìṣẹ́jú méjì lẹ́yìn ìwẹ̀. Ko sí àpá lórí ara mi.,"Aquagenic pruritus without skin lesions triggered by hot water, a distinctive pattern associated with polycythaemia vera requiring full blood count and JAK2 mutation testing.",LOW
"Have you ever had a stroke or mini-stroke, and were you given any blood-thinning medication afterwards?",Mo ní ìjàǹbá ọpọlọ kéékèéké ní ọdún méjì sẹ́yìn. Wọ́n fún mi ní aspirin fún oṣù méjì ṣùgbọ́n mo dáwọ̀ mu nítorí ikùn mi ń ṣòro.,"TIA two years ago with aspirin self-discontinued due to gastrointestinal intolerance, leaving the patient without antiplatelet secondary prevention and at high recurrent stroke risk, requiring proton pump inhibitor co-prescription and antiplatelet therapy reinstatement.",LOW
"Have you been experiencing any difficulty passing stool, or alternating between constipation and diarrhoea?","Ìgbẹ́ mi ti yí padà ní oṣù mẹ́fà. Ní ìgbà-ìgbà mo ní àìgbẹ́, lẹ́yìn náà ìgbẹ́ gbuuru máa ń tẹ̀lé.","Altered bowel habit with alternating constipation and diarrhoea persisting over six months in a middle-aged patient, a red flag symptom for colorectal carcinoma requiring urgent colonoscopy regardless of the absence of rectal bleeding.",LOW
Have you been taking any herbal teas or tonics that someone gave you for your blood pressure?,Àbúrò mi fún mi ní àgbo tí ó sọ pé ó ń dín ẹjẹ̀ kù. Mo ti ń mu rẹ̀ fún oṣù méjì pẹ̀lú oògùn mi. Ìpàná ẹjẹ̀ mi di kéré jù ní ìgbà-ìgbà.,"Herbal antihypertensive preparation causing hypotensive episodes when combined with prescribed medication, requiring herb identification, pharmacodynamic interaction assessment, and education on the risks of dual treatment.",LOW
Have you been having recurrent fevers every two or three days with shaking chills and sweating?,Ibà mi máa ń wáyé lẹ́ẹ̀mẹ́ta ní ọ̀sẹ̀ kan pẹ̀lú ìgbọn àti ríru ẹjẹ̀ tó burú. Lẹ́yìn náà mo máa ń gbó ó sì ń rọ fún ọjọ́ kan.,"Tertian or quartan fever pattern with rigors, sweating, and interspersed well periods, highly characteristic of Plasmodium vivax or malariae infection requiring thick and thin blood film, rapid diagnostic test, and chloroquine or artemisinin therapy.",LOW
"Where do you get your drinking water from, and do you treat it before drinking?","Omi kanga ni a máa ń mu nínú abúlé wa. A kò máa ń ṣe àlẹ̀ rẹ̀, àwọn àgbàlagbà sọ pé omi kanga mọ́.","Untreated well water consumption with community belief in its safety without evidence, representing a significant risk for waterborne diseases including cholera, typhoid fever, and cryptosporidiosis in the rural setting.",LOW
Is there anything about your diagnosis or treatment that you are finding it hard to accept?,Mo ti mọ̀ nípa àrùn HIV mi fún oṣù mẹ́fà ṣùgbọ́n mi ò tíì sọ fún ẹnikẹ́ni. Mo ń gbé pẹ̀lú ìpamọ́ ìdẹ́rùbamọ̀ yìí nìkan.,"Six months of undisclosed HIV diagnosis carried alone without social support, indicating the psychological burden of HIV stigma in Nigeria and the urgent need for peer support referral, disclosure counselling, ART initiation, and long-term mental health support.",LOW
