"Doctor_English","Patient_Yoruba","Clinical_Translation_English"
"Have you been having any bleeding from your back passage after passing a very hard stool?","Ẹjẹ̀ pupa máa ń jáde lẹ́yìn ìgbẹ́ tó le ní ìgbà-ìgbà. Ko ń dùn rárá. Mo rí rẹ̀ lórí ìwọ̀ ìgbẹ́ nìkan.","Painless fresh rectal bleeding coating the stool after hard stools consistent with an anal fissure or haemorrhoids, requiring proctoscopy to confirm and stool softener plus topical GTN or diltiazem for fissure treatment."
"Have you been experiencing any tightness or swelling in your throat after eating shellfish or nuts?","Ọfun mi máa ń wú díẹ̀ àti kún lẹ́yìn tí mo bá jẹ ẹ̀ja ọ̀pọ̀lọpọ̀ ẹsẹ̀. O ti ṣẹlẹ̀ lẹ́ẹ̀mẹ́jọ ṣùgbọ́n kò le bíi àkọ́kọ́.","Escalating oropharyngeal reactions to shellfish indicating IgE-mediated allergy with increasing severity pattern, requiring skin prick testing, specific IgE, EpiPen prescription, and allergen avoidance education."
"Have you been having any pain at the side of your hip that is worse when you lie on that side at night?","Ìhà ìbàdí mi ọ̀tún ń dùn ní alẹ́ nígbà tí mo bá dùbúlẹ̀ ní ẹ̀gbẹ́ yẹn. O ń jí mi dìde ní àárọ̀.","Nocturnal trochanteric bursitis worse in lateral decubitus position, the classic presentation of greater trochanteric pain syndrome requiring physiotherapy, corticosteroid injection, and sleep positioning modification."
"Have you been taking any herbal teas or tonics that someone gave you for your blood pressure?","Àbúrò mi fún mi ní àgbo tí ó sọ pé ó ń dín ẹjẹ̀ kù. Mo ti ń mu rẹ̀ fún oṣù méjì pẹ̀lú oògùn mi. Ìpàná ẹjẹ̀ mi di kéré jù ní ìgbà-ìgbà.","Herbal antihypertensive preparation causing hypotensive episodes when combined with prescribed medication, requiring herb identification, pharmacodynamic interaction assessment, and education on the risks of dual treatment."
"Have you been having any involuntary turning of your head to one side that you cannot control?","Orí mi máa ń yí padà sí apá ọ̀tún lórí ara rẹ̀ fún ìṣẹ́jú díẹ̀ àti dúró síbẹ̀. O ń ṣẹlẹ̀ fún oṣù mẹ́fà.","Cervical dystonia with involuntary sustained head rotation consistent with spasmodic torticollis, requiring botulinum toxin injection and neurological assessment to exclude symptomatic dystonia from basal ganglia lesion."
"Have you been having any pain specifically at the tip of your shoulder when you raise your arm above your head?","Irora tó tọ wà ní orí èjìká mi nígbà tí mo bá gbé apá mi ga. O ń wáyé ní ìwọ̀n kan péré tó máa ń kọjá. O ti ń ṣẹlẹ̀ fún oṣù mẹ́fà.","Painful arc syndrome with shoulder tip pain on abduction between sixty and one hundred and twenty degrees consistent with subacromial impingement syndrome requiring physiotherapy and consideration of steroid injection."
"Have you been having any difficulty with reading or concentrating that started after a head injury?","Lẹ́yìn ìjàǹbá orí mi, kíkà àti ìfọkànsí ti ṣòro. Mo kò lè kà ìwé fún ìṣẹ́jú mẹ́wàá láìní orí fífọ̀.","Post-concussion syndrome with reading difficulty and concentration impairment requiring neuropsychological assessment, cognitive rehabilitation, and graduated return-to-activity protocol."
"Have you been having any pain underneath your foot when you take your first steps in the morning?","Ìpẹ̀sẹ̀ mi ń dùn gan-an ní àwọn ìgbésẹ̀ àkọ́kọ́ ní owúrọ̀. Ó máa ń yẹ̀ lẹ́yìn ìgbésẹ̀ díẹ̀ ṣùgbọ́n padà lẹ́yìn ìsùn.","Start-up heel pain classic of plantar fasciitis from nocturnal fascia contracture, worsening with initial weight-bearing, requiring stretching exercises, orthotics, and night splints."
"Have you been having any shooting pains down your arms when you turn your head?","Nígbà tí mo bá yí orí mi, irona bíi ìgbóná onítànná ń rọ sínú apá mi. O ń ṣẹlẹ̀ ní ìgbà-ìgbà fún oṣù mẹ́fà.","Cervical radiculopathy with neck movement-triggered arm radiation requiring MRI cervical spine and physiotherapy or surgical assessment for foraminal nerve root compression."
"Have you been experiencing any unusual sensations in your tongue or lips since starting a new medication?","Ète àti ahọ́n mi ti bẹ̀rẹ̀ sí hu bíi àbẹ̀rẹ̀ ń gún wọn lẹ́yìn tí mo bẹ̀rẹ̀ oògùn tuntun. O ti ń ṣẹlẹ̀ fún ọ̀sẹ̀ méjì.","Drug-induced oral paraesthesia from a new medication requiring identification of causative agent, with common culprits including ACE inhibitors, metronidazole, and nitrofurantoin."
"Have you been having any pain that radiates from your neck into your arm and fingers?","Irora bẹ̀rẹ̀ ní ọrùn mi lẹ́yìn náà ó rọ sínú apá mi ọ̀tún tí ó sì de ìlà ọwọ́ mi. O ti ń ṣẹlẹ̀ fún oṣù mẹ́fà.","Cervicobrachial pain with dermatomal radiation to the fingers consistent with cervical disc prolapse compressing a nerve root requiring MRI cervical spine and physiotherapy assessment."
"Have you been having episodes of feeling very hot, sweating, and your heart racing at the same time?","Ìgbóná, ríru ẹjẹ̀, àti ọkàn tó ń lu yára wáyé papọ̀ fún ìṣẹ́jú mẹ́wàá ní ìgbà-ìgbà. O ti ń ṣẹlẹ̀ lẹ́ẹ̀mẹ́fà ní oṣù kan.","Episodic sympathetic surge with flushing, diaphoresis, and tachycardia requiring twenty-four hour urinary catecholamines and metanephrines to exclude phaeochromocytoma."
"Have you been having any pain in your upper back between your shoulder blades that worsens with breathing?","Irora wà ní àárín ẹ̀hin mi tó ń burú nígbà mímí jìnnà. Ko ṣẹlẹ̀ nígbà ìsinmi. O ti ń ṣẹlẹ̀ fún ọjọ́ méjì.","Interscapular pain worsening with deep breathing consistent with pleuritic pain from pulmonary embolism, pneumothorax, or posterior pleural pathology requiring urgent chest X-ray, D-dimer, and CT pulmonary angiography."
"Have you been experiencing any recurrent urinary infections despite antibiotic treatment?","Mo ti gba oògùn àkóràn fún àrùn ito lẹ́ẹ̀mẹ́rin ní ọdún kan ṣùgbọ́n ó máa ń padà ní ọ̀sẹ̀ mẹ́ta. Kò sí ìdánwò àkànṣe.","Recurrent urinary tract infections without structural investigation requiring renal ultrasound, post-void residual, cystoscopy, and urine culture sensitivity patterns to identify predisposing factors."
"Have you been having any shoulder or arm pain that started after you had a chest infection?","Irora apá mi ọ̀tún bẹ̀rẹ̀ lẹ́yìn àrùn àyà mi. O ń buru nígbà tí mo bá gbé apá mi àti mí jìnnà. O ti ń ṣẹlẹ̀ fún ọ̀sẹ̀ méjì.","Post-pneumonia shoulder pain with pleuritic exacerbation suggesting pleural adhesion, reactive shoulder periarthritis, or Pancoast syndrome if there is an apical lung lesion, requiring chest X-ray and shoulder assessment."
"Have you been having any symptoms of depression since you were diagnosed with your long-term condition?","Lẹ́yìn àbẹ̀wò àrùn ọkàn mi, inú mi ń dùn, mi ò ní àní ìfẹ́ fún ìgbé àti mo ti dáwọ̀ ṣe àwọn nǹkan tí mo nífẹ̀ẹ́. O ti ń ṣẹlẹ̀ fún oṣù mẹ́fà.","Comorbid depression following cardiac diagnosis, a common and underdiagnosed condition affecting up to twenty percent of cardiac patients requiring PHQ-9 screening and integrated cardiac rehabilitation with psychological support."
"Have you been having any dizziness specifically when you stand up from lying flat?","Nígbà tí mo bá jáde nínú ibùsùn yára, orí mi yípo fún ìṣẹ́jú díẹ̀. Mo ní láti di ohun kan mú. O ti ń ṣẹlẹ̀ ní ọjọ́-ọjọ́.","Orthostatic hypotension causing symptomatic presyncope on lying to standing requiring lying and standing blood pressure, volume status assessment, and medication review for causative antihypertensives or diuretics."
"Have you been told your cholesterol is very high and is there a family history of early heart disease?","Ọ̀rá ẹjẹ̀ mi ga gan-an. Bàbá mi ní ìjàǹbá ọkàn ní ọjọ́-orí ogójì-àti-méjì. Ẹ̀gbọ́n mi tún ní àrùn ọkàn ní ọjọ́-orí àádọ́ta.","Familial hypercholesterolaemia with premature cardiovascular family history requiring Simon Broome criteria assessment, genetic testing for LDLR mutation, and high-intensity statin therapy with ezetimibe."
"Have you been having any persistent cough since starting a medication for your heart?","Ikọ́ gbígbẹ mi bẹ̀rẹ̀ ní ọ̀sẹ̀ méjì lẹ́yìn tí mo bẹ̀rẹ̀ oògùn ọkàn tuntun. Ko sí otutu. O ń ṣẹlẹ̀ ní ọjọ́-ọjọ́.","ACE inhibitor-induced dry cough from bradykinin accumulation requiring substitution with an angiotensin receptor blocker while maintaining renin-angiotensin system blockade benefit."
"Have you been experiencing any yellowing of your skin or eyes since you started your new tablets?","Awọ ara mi àti ojú mi ti bẹ̀rẹ̀ sí di pàálu díẹ̀ ní ọ̀sẹ̀ mẹ́ta lẹ́yìn tí mo bẹ̀rẹ̀ oògùn tuntun. Kò sí irora.","Drug-induced jaundice three weeks after a new medication requiring immediate liver function tests, consideration of drug hepatotoxicity, and cessation or substitution of the causative agent."
"Have you been having any symptoms of anaemia such as tiredness and shortness of breath on walking?","Mo ń rẹ̀ pupọ̀ àti mí mi ń kúrú nígbà tí mo bá rìn ìjìnnà kéékèéké. Ó ti ń burú sí i fún oṣù méjì. Ojú mi pẹ̀lú di funfun.","Anaemia triad of fatigue, exertional dyspnoea, and pallor requiring urgent full blood count with indices to differentiate iron deficiency, B12 deficiency, haemolytic, and chronic disease anaemia."
"Have you had any swelling or pain in your parotid gland area, particularly after eating?","Ẹrẹ̀kẹ́ mi ọ̀tún máa ń wú àti dùn lẹ́yìn tí mo bá jẹun. O máa ń rọ lẹ́yìn wákàtí méjì. O ti ń ṣẹlẹ̀ fún oṣù kan.","Post-prandial parotid swelling with salivary stimulation consistent with a salivary duct calculus causing obstructive parotitis requiring parotid ultrasound and sialography."
"Have you been having any pain radiating from your shoulder down to your elbow on the outer side?","Irona ń rọ láti ìpín èjìká mi ọ̀tún sísàlẹ̀ sí ìhà ìmọ̀lẹ̀ àpá mi. O ń burú nígbà tí mo bá gbé nǹkan. O ti ń ṣẹlẹ̀ fún oṣù mẹ́fà.","Lateral epicondylalgia with pain radiating from the elbow along the extensor forearm consistent with tennis elbow, requiring physiotherapy with eccentric strengthening and corticosteroid injection consideration."
"Have you been having any episodes where you feel your surroundings are unreal or dreamlike?","Ní ìgbà-ìgbà, ayé ń dà bíi pé kò jẹ́ gidi fún mi. O ń dà bíi àlá. Ó ń ṣẹlẹ̀ ní ìgbà tí inú mi bá ń yọ̀.","Derealisation episodes triggered by anxiety consistent with dissociative symptoms in panic disorder or depersonalisation-derealisation disorder requiring cognitive-behavioural therapy and anxiety management."
"Have you been having any pain in your elbow that is specifically worse when gripping or lifting?","Ìpín ìgọ́n mi ọ̀tún ń dùn nígbà tí mo bá gbé ohun tàbí di ọwọ́ ẹni. O máa ń yẹ̀ nígbà ìsinmi. O ti ń ṣẹlẹ̀ fún oṣù mẹ́fà.","Medial epicondylalgia worsening with grip and lifting consistent with golfer's elbow requiring physiotherapy with eccentric loading and activity modification."
"Have you been having any stomach cramps specifically in the lower left part of your abdomen?","Irora wa ní ìhà ọ̀sì ìsàlẹ̀ ikùn mi tó ń burú nígbà tí mo bá ń níye tàbí nígbà oúnjẹ. O ti ń ṣẹlẹ̀ fún oṣù mẹ́fà.","Recurrent left iliac fossa pain worsened by eating and defecation consistent with sigmoid diverticular disease, irritable bowel syndrome, or ovarian pathology requiring colonoscopy and pelvic ultrasound."
"Have you been having any symptoms that are worse in a new environment such as a new house or workplace?","Ikọ́ mi àti ìmọ̀ ara mi bẹ̀rẹ̀ lẹ́yìn tí a yí ilé padà ní oṣù mẹ́fà sẹ́yìn. Nígbà tí mo bá jáde lọ fún oṣù-ẹ̀rọ, ó dára.","Building-related illness with symptom onset after moving to a new building and relief on leaving, consistent with sick building syndrome from mould, poor ventilation, or volatile organic compounds requiring building inspection and indoor air quality assessment."
"Have you been having any confusion or memory problems specifically after general anaesthesia?","Lẹ́yìn iṣẹ́ abẹ mi ní ọdún kan sẹ́yìn, ìrántí mi di àìdára. Mo ń gbàgbé àwọn ìṣẹ̀lẹ̀ tuntun. O ti yẹ̀ díẹ̀ ṣùgbọ́n ṣì wà.","Post-operative cognitive dysfunction persisting one year after surgery, more common in elderly patients and those with pre-existing cognitive impairment, requiring neuropsychological assessment and anaesthetic review for future procedures."
"Have you been having any unusual tingling or numbness specifically in your face?","Ẹ̀gbẹ́ ojú mi ọ̀tún máa ń hu bíi àbẹ̀rẹ̀ ń gún wọn ní ìgbà-ìgbà fún oṣù mẹ́fà. Ko dùn ṣùgbọ́n ó ń ṣeni lẹ́nu mi.","Unilateral facial paraesthesia in the trigeminal distribution without pain requiring MRI brain and cervical spine to exclude demyelination, trigeminal nerve compression, or pontine pathology."
"Have you been told you have a gallstone, and have you had any episodes of pain since then?","Dọ́kítà rí òkúta nínú àpò omi ẹ̀dọ̀ mi ní ọdún méjì sẹ́yìn. Irona tó le ti wáyé lẹ́ẹ̀mẹ́fà ní ọdún kan. Ko sí iṣẹ́ abẹ.","Symptomatic cholelithiasis with six painful biliary colic episodes in one year without surgical management, requiring cholecystectomy referral as recurrent attacks with risk of acute cholecystitis, choledocholithiasis, and pancreatitis."
"Have you been having any recurrent episodes of severe nausea and vomiting that come out of nowhere?","Ríru tó le àti ègbọn wáyé lójijì fún ọjọ́ méjì ní oṣù kan. Ko sí ìdí tó hàn. O máa ń lọ fúnra rẹ̀.","Cyclic vomiting syndrome with stereotyped monthly two-day episodes without dietary trigger requiring ondansetron for acute management and tricyclic antidepressant prophylaxis."
